notice_date,effective_date,received_date,company,city,county,employees_type,col7,source_file,address,notice_date_dt,employees,layoff_closure_type,layoff_closure_type_raw,event_text_raw,month
03/16/2021,05/15/2021,03/23/2021,Curative Inc.,San Dimas,Los Angeles County,180 Layoff Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-16,180,Layoff Permanent,,180 Layoff Permanent,2021-03-01
03/16/2021,03/16/2021,03/23/2021,Blizzard Entertainment Inc.,Irvine,Orange County,55 Layoff Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-16,55,Layoff Permanent,,55 Layoff Permanent,2021-03-01
03/17/2021,05/21/2021,03/23/2021,Medline Industries,Temecula,Riverside County,360 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-17,360,Closure Permanent,,360 Closure Permanent,2021-03-01
03/13/2021,04/02/2021,03/23/2021,San Diego Convention Center Corporation,San Diego,San Diego County,8 Layoff Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-13,8,Layoff Permanent,,8 Layoff Permanent,2021-03-01
03/16/2021,05/16/2021,03/23/2021,Brake Parts Inc. (BPI) West Coast Distribution Center,Patterson,Stanislaus County,39 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-16,39,Closure Permanent,,39 Closure Permanent,2021-03-01
03/16/2021,01/31/2021,03/23/2021,Deluxe Media Inc.,Burbank,Los Angeles County,16 Layoff Temporary,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-16,16,Layoff Temporary,,16 Layoff Temporary,2021-03-01
03/16/2021,04/09/2021,03/23/2021,Epic Ventures Inc. dba Epic Wines & Spirits,Santa Rosa,Sonoma County,98 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-16,98,Closure Permanent,,98 Closure Permanent,2021-03-01
03/22/2021,05/21/2021,03/25/2021,Ready Responders,Los Angeles,Los Angeles County,30 Closure Temporary,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-22,30,Closure Temporary,,30 Closure Temporary,2021-03-01
03/23/2021,12/31/2020,03/25/2021,General Monitors,Lake Forest,Orange County,63 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-23,63,Closure Permanent,,63 Closure Permanent,2021-03-01
03/18/2021,05/28/2021,03/25/2021,Johnson & Johnson,South San Francisco,San Mateo County,2 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-18,2,Closure Permanent,,2 Closure Permanent,2021-03-01
03/18/2021,05/28/2021,03/25/2021,Johnson & Johnson Family of Companies dba Janssen,South San Francisco,San Mateo County,2 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-18,2,Closure Permanent,,2 Closure Permanent,2021-03-01
03/18/2021,05/28/2021,03/25/2021,Johnson & Johnson Family of Companies dba Janssen,South San Francisco,San Mateo County,8 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-18,8,Closure Permanent,,8 Closure Permanent,2021-03-01
03/18/2021,05/28/2021,03/25/2021,Johnson & Johnson Family of Companies dba Janssen,South San Francisco,San Mateo County,11 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-18,11,Closure Permanent,,11 Closure Permanent,2021-03-01
03/18/2021,05/28/2021,03/25/2021,Johnson & Johnson Health Care Systems Inc.,South San Francisco,San Mateo County,5 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-18,5,Closure Permanent,,5 Closure Permanent,2021-03-01
03/18/2021,05/28/2021,03/25/2021,Johnson & Johnson International,South San Francisco,San Mateo County,6 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-18,6,Closure Permanent,,6 Closure Permanent,2021-03-01
03/18/2021,05/28/2021,03/25/2021,Johnson & Johnson Services Inc.,South San Francisco,San Mateo County,3 Closure Permanent,warn7-1-20to6-3-21_table105.csv,warn7-1-20to6-3-21_table105.csv,,2021-03-18,3,Closure Permanent,,3 Closure Permanent,2021-03-01
03/22/2021,06/05/2021,03/25/2021,Raley's dba Food Source,Hayward,Alameda County,35 Closure Permanent,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2021-03-22,35,Closure Permanent,,35 Closure Permanent,2021-03-01
03/18/2021,03/18/2021,03/25/2021,Hyatt Corporation dba Grand Hyatt San Francisco,San Francisco,San Francisco County,1 Layoff Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2021-03-18,1,Layoff Temporary,,1 Layoff Temporary,2021-03-01
03/31/2021,05/30/2021,04/01/2021,General Electric Company,San Ramon,Contra Costa County,93 Layoff Permanent,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2021-03-31,93,Layoff Permanent,,93 Layoff Permanent,2021-03-01
03/26/2021,05/28/2021,04/01/2021,"California Community News, LLC",Irwindale,Los Angeles County,91 Closure Permanent,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2021-03-26,91,Closure Permanent,,91 Closure Permanent,2021-03-01
03/27/2021,03/31/2021,04/01/2021,Players Casino,Ventura,Ventura County,59 Closure Permanent,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2021-03-27,59,Closure Permanent,,59 Closure Permanent,2021-03-01
04/01/2021,04/01/2021,04/02/2021,Lyuno-SDI Group dba Lyuno US Inc.,Burbank,Los Angeles County,55 Layoff Permanent,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2021-04-01,55,Layoff Permanent,,55 Layoff Permanent,2021-04-01
03/30/2021,04/30/2021,04/02/2021,Princess Cruise Lines Ltd,Valencia,Los Angeles County,4 Layoff Permanent,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2021-03-30,4,Layoff Permanent,,4 Layoff Permanent,2021-03-01
04/01/2021,05/31/2021,04/02/2021,"Dermira, Inc. - Eli Lilly and Company",Menlo Park,San Mateo County,163 Closure Permanent,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2021-04-01,163,Closure Permanent,,163 Closure Permanent,2021-04-01
12/11/2020,12/11/2020,04/02/2021,"Market Broiler Fremont, Inc.",Fremont,Alameda County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2020-12-11,1,Closure Temporary,,1 Closure Temporary,2020-12-01
12/11/2020,12/11/2020,04/02/2021,"Huntington Beach Market Broiler, Inc.",Huntington Beach,Orange County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2020-12-11,1,Closure Temporary,,1 Closure Temporary,2020-12-01
12/11/2020,12/11/2020,04/02/2021,"Market Broiler Orange, Inc.",Orange,Orange County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2020-12-11,1,Closure Temporary,,1 Closure Temporary,2020-12-01
12/11/2020,12/11/2020,04/02/2021,"Preferred Hospitality, Inc.",Riverside,Riverside County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2020-12-11,1,Closure Temporary,,1 Closure Temporary,2020-12-01
12/11/2020,12/11/2020,04/02/2021,"Provider Contract Food Service, Inc.",Riverside,Riverside County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2020-12-11,1,Closure Temporary,,1 Closure Temporary,2020-12-01
12/11/2020,12/11/2020,04/02/2021,Riverside Market Broiler,Riverside,Riverside County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2020-12-11,1,Closure Temporary,,1 Closure Temporary,2020-12-01
12/11/2020,12/11/2020,04/02/2021,"Market Broiler Ontario, Inc.",Ontario,San Bernardino County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2020-12-11,1,Closure Temporary,,1 Closure Temporary,2020-12-01
12/11/2020,12/11/2020,04/02/2021,"Market Broiler Simi Valley, Inc.",Simi Valley,Ventura County,1 Closure Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2020-12-11,1,Closure Temporary,,1 Closure Temporary,2020-12-01
03/24/2021,03/26/2021,04/06/2021,Academy Museum of Motion Pictures,Los Angeles,Los Angeles County,1 Layoff Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2021-03-24,1,Layoff Temporary,,1 Layoff Temporary,2021-03-01
03/25/2021,03/25/2021,04/06/2021,Pendry San Diego,San Diego,San Diego County,16 Layoff Temporary,warn7-1-20to6-3-21_table106.csv,warn7-1-20to6-3-21_table106.csv,,2021-03-25,16,Layoff Temporary,,16 Layoff Temporary,2021-03-01
03/25/2021,03/25/2021.1,04/06/2021,Wells Fargo,San Francisco,San Francisco County,8 Layoff Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2021-03-25,8,Layoff Permanent,,8 Layoff Permanent,2021-03-01
03/25/2021,03/25/2021,04/06/2021,Wells Fargo,San Francisco,San Francisco County,45 Layoff Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2021-03-25,45,Layoff Permanent,,45 Layoff Permanent,2021-03-01
03/25/2021,03/25/2021,04/06/2021,Wells Fargo,San Francisco,San Francisco County,5 Layoff Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2021-03-25,5,Layoff Permanent,,5 Layoff Permanent,2021-03-01
03/24/2021,05/28/2021,04/06/2021,Johnson & Johnson Family of Companies dba Actelion,South San Francisco,San Mateo County,35 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2021-03-24,35,Closure Permanent,,35 Closure Permanent,2021-03-01
03/26/2021,05/28/2021,04/06/2021,CSAA Insurance Group,Fairfield,Solano County,36 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2021-03-26,36,Closure Permanent,,36 Closure Permanent,2021-03-01
11/30/2020,12/31/2020,04/08/2021,L.A. Family Housing Corp. at Project Room Key Site at,Canoga Park,Los Angeles County,3 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2020-11-30,3,Closure Permanent,,3 Closure Permanent,2020-11-01
11/30/2020,12/31/2020,04/08/2021,L.A. Family Housing Corp. at Project Room Key Site at,Reseda,Los Angeles County,8 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2020-11-30,8,Closure Permanent,,8 Closure Permanent,2020-11-01
11/30/2020,01/31/2021,04/08/2021,L.A. Family Housing Corp. at Project Room Key Site at,Van Nuys,Los Angeles County,25 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2020-11-30,25,Closure Permanent,,25 Closure Permanent,2020-11-01
11/30/2020,02/12/2021,04/08/2021,L.A. Family Housing Corp. at Project Room Key Site at,Studio City,Los Angeles County,24 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2020-11-30,24,Closure Permanent,,24 Closure Permanent,2020-11-01
11/30/2020,03/31/2021,04/08/2021,L.A. Family Housing Corp. at Project Room Key Site at,Sherman Oaks,Los Angeles County,3 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2020-11-30,3,Closure Permanent,,3 Closure Permanent,2020-11-01
03/10/2021,05/13/2021,04/08/2021,Food 4 Less #362,Los Angeles,Los Angeles County,97 Layoff Type Unknown,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2021-03-10,97,Layoff Type Unknown,,97 Layoff Type Unknown,2021-03-01
03/10/2021,05/13/2021,04/08/2021,Ralphs,Los Angeles,Los Angeles County,192 Layoff Type Unknown,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2021-03-10,192,Layoff Type Unknown,,192 Layoff Type Unknown,2021-03-01
03/11/2021,03/11/2021,04/12/2021,"WeWork Companies, Inc.",San Francisco,San Francisco County,1 Layoff Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2021-03-11,1,Layoff Permanent,,1 Layoff Permanent,2021-03-01
10/08/2020,12/04/2020,04/12/2021,"Southwestern & Pacific Specialty Finance, Inc.",Modesto,Stanislaus County,3 Layoff Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2020-10-08,3,Layoff Permanent,,3 Layoff Permanent,2020-10-01
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,San Leandro,Alameda County,3 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2020-10-08,3,Closure Permanent,,3 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Fremont,Alameda County,1 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2020-10-08,1,Closure Permanent,,1 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Pittsburg,Contra Costa County,2 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2020-10-08,2,Closure Permanent,,2 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Pinole,Contra Costa County,1 Closure Permanent,warn7-1-20to6-3-21_table107.csv,warn7-1-20to6-3-21_table107.csv,,2020-10-08,1,Closure Permanent,,1 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Los Banos,Merced County,1 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,1,Closure Permanent,,1 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Moreno Valley,Riverside County,4 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,4,Closure Permanent,,4 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Escondido,San Diego County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,2,Closure Permanent,,2 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Oceanside,San Diego County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,2,Closure Permanent,,2 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Santa Clara,Santa Clara County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,2,Closure Permanent,,2 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Redding,Shasta County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,2,Closure Permanent,,2 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/13/2021,Southwestern & Pacific Specialty Finance Inc. - Axcess,Yuba City,Sutter County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,2,Closure Permanent,,2 Closure Permanent,2020-10-01
04/09/2021,04/09/2021,04/14/2021,Howmet Aerospace,Rancho Cucamonga,San Bernardino County,9 Layoff Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2021-04-09,9,Layoff Permanent,,9 Layoff Permanent,2021-04-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Oroville,Butte County,1 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,1,Closure Permanent,,1 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Reedley,Fresno County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,2,Closure Permanent,,2 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Sun Valley,Los Angeles County,3 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,3,Closure Permanent,,3 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Northridge,Los Angeles County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,2,Closure Permanent,,2 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Huntington Park,Los Angeles County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,2,Closure Permanent,,2 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Los Angeles,Los Angeles County,3 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,3,Closure Permanent,,3 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Carson,Los Angeles County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,2,Closure Permanent,,2 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Los Angeles,Los Angeles County,4 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,4,Closure Permanent,,4 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,La Mirada,Los Angeles County,2 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,2,Closure Permanent,,2 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Lancaster,Los Angeles County,4 Closure Permanent,warn7-1-20to6-3-21_table108.csv,warn7-1-20to6-3-21_table108.csv,,2020-10-08,4,Closure Permanent,,4 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Anaheim,Orange County,2 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2020-10-08,2,Closure Permanent,,2 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Murrieta,Riverside County,4 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2020-10-08,4,Closure Permanent,,4 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Victorville,San Bernardino County,2 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2020-10-08,2,Closure Permanent,,2 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,San Francisco,San Francisco County,4 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2020-10-08,4,Closure Permanent,,4 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Millbrae,San Mateo County,1 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2020-10-08,1,Closure Permanent,,1 Closure Permanent,2020-10-01
03/25/2021,05/31/2021,04/15/2021,Hitachi Vantara,Santa Clara,Santa Clara County,65 Layoff Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2021-03-25,65,Layoff Permanent,,65 Layoff Permanent,2021-03-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Vallejo,Solano County,2 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2020-10-08,2,Closure Permanent,,2 Closure Permanent,2020-10-01
10/08/2020,12/11/2020,04/15/2021,Southwestern & Pacific Specialty Finance Inc. Store,Visalia,Tulare County,4 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2020-10-08,4,Closure Permanent,,4 Closure Permanent,2020-10-01
03/25/2021,05/24/2021,04/20/2021,Transform SR LLC,Rancho Cucamonga,San Bernardino County,37 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2021-03-25,37,Closure Permanent,,37 Closure Permanent,2021-03-01
03/29/2021,06/26/2021,04/20/2021,Target Corporation,San Francisco,San Francisco County,37 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2021-03-29,37,Closure Permanent,,37 Closure Permanent,2021-03-01
03/29/2021,06/26/2021,04/20/2021,Target Corpoartion,Cupertino,Santa Clara County,35 Closure Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2021-03-29,35,Closure Permanent,,35 Closure Permanent,2021-03-01
03/03/2021,05/02/2021,04/26/2021,"MobiTV, Inc.",Emeryville,Alameda County,86 Layoff Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2021-03-03,86,Layoff Permanent,,86 Layoff Permanent,2021-03-01
04/06/2021,06/06/2021,04/26/2021,"New Relic, Inc.",San Francisco,San Francisco County,58 Layoff Permanent,warn7-1-20to6-3-21_table109.csv,warn7-1-20to6-3-21_table109.csv,,2021-04-06,58,Layoff Permanent,,58 Layoff Permanent,2021-04-01
