notice_date,effective_date,received_date,company,city,county,employees_type,col7,source_file,address,employees,layoff_closure_type,layoff_closure_type_raw
11/14/2024,02/15/2025,11/14/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Bernardino County,171 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,171.0,Closure Permanent,300 South Tippecanoe Avenue  San Bernardino CA 92408
11/14/2024,01/06/2025,11/14/2024,The Toro Company,,San Diego County,122 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,122.0,Closure Permanent,1588 N. Marshall Ave.  El Cajon CA 92020
11/14/2024,03/07/2025,11/14/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Diego County,6 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,6.0,Closure Permanent,9089 Dallas St  La Mesa CA 91942
11/14/2024,03/09/2025,11/14/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Diego County,10 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,10.0,Closure Permanent,9748 Campo Rd.  Spring Valley CA 91977
11/14/2024,03/29/2025,11/14/2024,"Advance Stores Company, Incorporated",,Sacramento County,1 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,1.0,Closure Permanent,955 Fee Drive  Sacramento CA 95815
11/14/2024,03/28/2025,11/14/2024,"Advance Stores Company, Incorporated",,Santa Clara County,1 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,1.0,Closure Permanent,400 E Trimble Road  San Jose CA 95131
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Alameda County,8 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,8.0,Closure Permanent,24005 Clawiter Road  Hayward CA 94545
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Alameda County,8 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,8.0,Closure Permanent,7051 Commerce Circle  Pleasanton CA 94588
11/14/2024,03/05/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Alameda County,9 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,9.0,Closure Permanent,30085 Industrial Pkwy Sw  Union City CA 94587
11/14/2024,03/08/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Alameda County,15 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,15.0,Closure Permanent,14847 East 14th Street  San Leandro CA 94578
11/14/2024,02/27/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Butte County,8 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,8.0,Closure Permanent,1555 Mangrove Avenue #150  Chico CA 95926
11/14/2024,03/05/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Contra Costa County,9 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,9.0,Closure Permanent,520 Contra Costa Blvd  Pleasant Hill CA 94523
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Fresno County,8 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,8.0,Closure Permanent,3515 E Tulare Street  Fresno CA 93702
11/14/2024,02/02/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Fresno County,10 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,10.0,Closure Permanent,1633 E Fedora Avenue  Fresno CA 93726
11/14/2024,03/05/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Fresno County,8 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,8.0,Closure Permanent,693 West Shaw Avenue  Clovis CA 93612
11/14/2024,02/02/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Fresno County,8 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,8.0,Closure Permanent,5619 East Kings Canyon  Fresno CA 93727
11/14/2024,03/05/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Imperial County,10 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,10.0,Closure Permanent,902 North Imperial Avenue  El Centro CA 92243
11/14/2024,03/05/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Imperial County,8 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,8.0,Closure Permanent,400 Imperial Avenue  Calexico CA 92231
11/14/2024,02/26/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Kern County,8 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,8.0,Closure Permanent,10800 Rosedale Hwy  Bakersfield CA 93312
11/14/2024,03/06/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Kern County,11 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,11.0,Closure Permanent,10213 Main Street  Lamont CA 93241
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Kern County,11 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,11.0,Closure Permanent,34928 Mcmurtrey Avenue  Bakersfield CA 93308
11/14/2024,03/06/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Kern County,15 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,15.0,Closure Permanent,"2411 F Street, Suite 200  Bakersfield CA 93301"
11/14/2024,03/06/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Kern County,12 Closure Permanent,,warn7-1-24to6-30-25_table16.csv,warn7-1-24to6-30-25_table16.csv,12.0,Closure Permanent,4014 E Niles  Bakersfield CA 93306
11/14/2024,02/17/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Kern County,10 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,10.0,Closure Permanent,4605 Planz Road  Bakersfield CA 93309
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Kings County,9 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,9.0,Closure Permanent,1840 W. Lacey Blvd  Hanford CA 93230
11/14/2024,03/05/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,12 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,12.0,Closure Permanent,44215 10th St West  Lancaster CA 93534
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,10 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,10.0,Closure Permanent,1315 W Pacific Coast Highway Suite 101  Harbor City CA 90710
11/14/2024,02/26/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,7 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,7.0,Closure Permanent,1131 East Colorado Blvd  Pasadena CA 91106
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,9 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,9.0,Closure Permanent,14211 Rosecrans Avenue  La Mirada CA 90638
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,12 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,12.0,Closure Permanent,17801 Colima Road  City of Industry CA 91748
11/14/2024,03/05/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,10 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,10.0,Closure Permanent,201 W Huntington Drive  Monrovia CA 91016
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,7 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,7.0,Closure Permanent,660 East Los Angeles Ste A1  Simi Valley CA 93065
11/14/2024,03/06/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,8 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,8.0,Closure Permanent,"1231 San Fernando Road, Suite 101  San Fernando CA 91340"
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,11 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,11.0,Closure Permanent,44229 20th Street West Unit 103  Lancaster CA 93534
11/14/2024,03/05/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,9 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,9.0,Closure Permanent,11454 E Washington Blvd  Whittier CA 90606
11/14/2024,03/06/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,9 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,9.0,Closure Permanent,8535 Artesia Blvd  Bellflower CA 90706
11/14/2024,03/10/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,12 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,12.0,Closure Permanent,8521 Van Nuys Blvd  Panorama City CA 91402
11/14/2024,03/06/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,11 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,11.0,Closure Permanent,7340 Reseda Boulevard  Reseda CA 91335
11/14/2024,03/08/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,10 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,10.0,Closure Permanent,20600 Golden Triangle Road  Santa Clarita CA 91351
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,14 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,14.0,Closure Permanent,10644 West Pico Blvd  Los Angeles CA 90064
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,17 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,17.0,Closure Permanent,3737 Crenshaw Blvd  Los Angeles CA 90016
11/14/2024,03/10/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,11 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,11.0,Closure Permanent,6110 Sepulveda Blvd  Van Nuys CA 91411
11/14/2024,02/26/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,8 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,8.0,Closure Permanent,256 South Atlantic Blvd  Los Angeles CA 90022
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,8 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,8.0,Closure Permanent,1802 Artesia Blvd  Redondo Beach CA 90278
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,11 Closure Permanent,,warn7-1-24to6-30-25_table17.csv,warn7-1-24to6-30-25_table17.csv,11.0,Closure Permanent,11946 South Street  Artesia CA 90703
11/14/2024,03/10/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,10 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,10.0,Closure Permanent,254 West Olive Avenue  Burbank CA 91502
11/14/2024,03/10/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,15 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,15.0,Closure Permanent,6325 Fallbrook Avenue  Woodland Hills CA 91367
11/14/2024,02/17/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,9 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,9.0,Closure Permanent,204 East Spruce Avenue  Inglewood CA 90301
11/14/2024,02/26/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,9 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,9.0,Closure Permanent,340 East Holt Avenue  Pomona CA 91767
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Los Angeles County,13 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,13.0,Closure Permanent,3054 E Palmdale Blvd  Palmdale CA 93550
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Merced County,10 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,10.0,Closure Permanent,1207 West Main Street  Merced CA 95340
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Orange County,9 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,9.0,Closure Permanent,921 S Euclid Street  Anaheim CA 92802
11/14/2024,02/26/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Orange County,9 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,9.0,Closure Permanent,1951 W. La Habra Blvd  La Habra CA 90631
11/14/2024,03/06/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Orange County,13 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,13.0,Closure Permanent,1530 S. Harbor Blvd  Fullerton CA 92832
11/14/2024,02/17/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Orange County,8 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,8.0,Closure Permanent,"125 W. Imperial Hwy, Suite 100  La Habra CA 90631"
11/14/2024,03/08/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Orange County,9 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,9.0,Closure Permanent,120 East 1st Street  Santa Ana CA 92701
11/14/2024,03/05/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Orange County,11 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,11.0,Closure Permanent,15223 Beach Boulevard  Westminster CA 92683
11/14/2024,02/26/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Orange County,10 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,10.0,Closure Permanent,19122 Brookhurst Street #101  Huntington Beach CA 92646
11/14/2024,03/08/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Orange County,15 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,15.0,Closure Permanent,22671 Lake Forest Drive  Lake Forest CA 92630
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Orange County,10 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,10.0,Closure Permanent,26881 Aliso Creek Road  Aliso Viejo CA 92656
11/14/2024,03/05/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Orange County,12 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,12.0,Closure Permanent,8205 E. Santa Ana Canyon Unit B  Anaheim CA 92808
11/14/2024,03/08/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Orange County,17 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,17.0,Closure Permanent,217 East Katella Avenue  Orange CA 92867
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Riverside County,8 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,8.0,Closure Permanent,45460 Fargo Street  Indio CA 92201
11/14/2024,02/02/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Riverside County,14 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,14.0,Closure Permanent,5680 Mission Blvd  Riverside CA 92509
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Riverside County,11 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,11.0,Closure Permanent,68-580 Ramon Road  Cathedral City CA 92234
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Riverside County,8 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,8.0,Closure Permanent,10861 Magnolia Avenue  Riverside CA 92505
11/14/2024,03/06/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Riverside County,13 Closure Permanent,,warn7-1-24to6-30-25_table18.csv,warn7-1-24to6-30-25_table18.csv,13.0,Closure Permanent,23470 Sunnymead Blvd  Moreno Valley CA 92553
11/14/2024,03/08/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Riverside County,17 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,17.0,Closure Permanent,581 N. Main Street 102  Corona CA 92878
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Riverside County,22 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,22.0,Closure Permanent,40605 Winchester Road  Temecula CA 92591
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Riverside County,12 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,12.0,Closure Permanent,2048 W Florida Avenue  Hemet CA 92545
11/14/2024,02/26/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Riverside County,10 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,10.0,Closure Permanent,31505 Date Palm Drive Suite 2  Cathedral City CA 92234
11/14/2024,03/11/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Riverside County,15 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,15.0,Closure Permanent,246 State Highway 111  Indio CA 92201
11/14/2024,03/05/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Sacramento County,6 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,6.0,Closure Permanent,9304 Greenback Lane  Orangevale CA 95662
11/14/2024,03/08/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Sacramento County,13 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,13.0,Closure Permanent,955 Fee Drive  Sacramento CA 95815
11/14/2024,03/08/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Sacramento County,19 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,19.0,Closure Permanent,5135 Auburn Blvd  Sacramento CA 95841
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Sacramento County,10 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,10.0,Closure Permanent,10899 Folsom Boulevard  Rancho Cordova CA 95670
11/14/2024,02/24/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Sacramento County,9 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,9.0,Closure Permanent,"2500 Arden Way, Unit 101  Sacramento CA 95825"
11/14/2024,02/17/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,Sacramento County,8 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,8.0,Closure Permanent,3538 Northgate Blvd  Sacramento CA 95834
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Bernardino County,22 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,22.0,Closure Permanent,645 West Holt Blvd  Ontario CA 91762
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Bernardino County,8 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,8.0,Closure Permanent,"570 S Mt Vernon Avenue, Unit C  San Bernardino CA 92410"
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Bernardino County,9 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,9.0,Closure Permanent,22451 Barton Road  Grand Terrace CA 92313
11/14/2024,03/05/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Bernardino County,9 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,9.0,Closure Permanent,511 E. Foothill Blvd  Rialto CA 92376
11/14/2024,03/05/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Bernardino County,13 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,13.0,Closure Permanent,16711 Valley Blvd  Fontana CA 92335
11/14/2024,02/17/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Bernardino County,12 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,12.0,Closure Permanent,2415 South Vineyard Ave #B  Ontario CA 91761
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Bernardino County,10 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,10.0,Closure Permanent,9292 Foothill Blvd Suite 100  Rancho Cucamonga CA 91730
11/14/2024,03/06/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Bernardino County,10 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,10.0,Closure Permanent,11960 Central Avenue  Chino CA 91710
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Bernardino County,15 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,15.0,Closure Permanent,15659 Main St Suite 101  Hesperia CA 92345
11/14/2024,03/06/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Bernardino County,8 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,8.0,Closure Permanent,4046 Grand Avenue  Chino Hills CA 91710
11/14/2024,03/06/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Bernardino County,11 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,11.0,Closure Permanent,"304 E Foothill Blvd, Unit B  Upland CA 91786"
11/14/2024,02/17/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Bernardino County,8 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,8.0,Closure Permanent,5152 Arrow Highway  Montclair CA 91763
11/14/2024,02/02/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Bernardino County,14 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,14.0,Closure Permanent,1662 W. Redlands Blvd  Redlands CA 92373
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Diego County,6 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,6.0,Closure Permanent,9089 Dallas Street  La Mesa CA 91942
11/14/2024,03/09/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Diego County,10 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,10.0,Closure Permanent,9748 Campo Road  Spring Valley CA 91977
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Diego County,13 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,13.0,Closure Permanent,420 S Santa Fe Avenue  Vista CA 92084
11/14/2024,03/07/2025,11/15/2024,"Advance Stores Company, Incorporated and its subsidiary,",,San Diego County,10 Closure Permanent,,warn7-1-24to6-30-25_table19.csv,warn7-1-24to6-30-25_table19.csv,10.0,Closure Permanent,10041 Mission Gorge Road  Santee CA 92071
07/22/2024,09/22/2024,07/23/2024,"Kimura Enterprise, Inc.",,Los Angeles County,15 Closure Permanent,,warn7-1-24to6-30-25_table2.csv,warn7-1-24to6-30-25_table2.csv,15.0,Closure Permanent,11283 Santa Monica Blvd.  Los Angeles CA 90025
07/22/2024,09/20/2024,07/23/2024,Bellota,,San Francisco County,33 Closure Not known at,,warn7-1-24to6-30-25_table2.csv,warn7-1-24to6-30-25_table2.csv,33.0,Closure Not known at,888 Brannan Street  San Francisco CA 94103
07/24/2024,11/30/2024,07/24/2024,Cohere Beauty,,Los Angeles County,20 Closure Permanent,,warn7-1-24to6-30-25_table2.csv,warn7-1-24to6-30-25_table2.csv,20.0,Closure Permanent,8339 Allport Avenue  Santa Fe Springs CA 90670
07/23/2024,10/02/2024,07/24/2024,Athletics Investment Group LLC,,Alameda County,14 Closure Permanent,,warn7-1-24to6-30-25_table2.csv,warn7-1-24to6-30-25_table2.csv,14.0,Closure Permanent,7000 Coliseum Way  Oakland CA 94621
07/23/2024,10/02/2024,07/24/2024,Athletics Investment Group LLC,,Alameda County,358 Closure Permanent,,warn7-1-24to6-30-25_table2.csv,warn7-1-24to6-30-25_table2.csv,358.0,Closure Permanent,7000 Coliseum Way  Oakland CA 94621
